河北,廊坊,（出租）紧邻富士康，厂房仓库有院子,区域：安次 龙河高新区 ,地段：紧邻富士康，富士康东侧附近,面积：230㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租安次盛德大厦仓库,区域：安次 盛德大厦 ,地段：盛德花园小区附近或祖各庄,面积：100㎡,租金：1800元/㎡/天  
河北,廊坊,（出租）东市区南外环厂房170平米,区域：燕郊 东市区 ,地段：南外环附近,面积：170㎡,租金：1500元/月  
河北,廊坊,（出租）出租开发区仓库及办公楼,区域：开发区 ,地段：爱民东道330附近或临街,面积：3000㎡,租金：面议  
河北,廊坊,（出租）霸州市冯庄村仓库两间出租（分租、全租均可）,区域：霸州 ,地段：霸州市瓷砖市场北口对面附近,面积：2000㎡,租金：1元/㎡/天  
河北,廊坊,（出租）富士康附近库房,None,地段：富士康附近或南外环,面积：1500㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租库房(可做厂房),区域：安次 红星美凯龙 ,地段：北史务乡前进村南口附近或红星美凯龙,面积：900㎡,租金：面议  
河北,廊坊,（出租）出租广阳北旺新建厂、库房,区域：广阳 北旺 ,地段：光明东道156号附近或李庄与桑园辛庄交口,面积：1500㎡,租金：面议  
河北,廊坊,（出租）土地。厂房出租,养殖场。,区域：三河 ,地段：三河市与香河县交界处附近,面积：2700㎡,租金：5000元/月  
河北,廊坊,（出租）宝坻天宝中关村科技园,区域：香河 ,地段：京哈高速宝坻出口附近或宝坻天宝中关村科技园,面积：1500㎡,租金：0.17元/㎡/天  
河北,廊坊,（出租）霸州106国道益津北路乒乓球馆对面300平米库房出,区域：霸州 ,地段：南头村（霸州乒乓球馆对面附近,面积：300㎡,租金：1800元/月  
河北,廊坊,（出租）杨税务库房出租水电通,区域：安次 龙河高新区 ,地段：廊霸路杨税务乡和平村附近,面积：1400㎡,租金：10000元/月  
河北,廊坊,（出租）出租燕郊迎宾路仓库,区域：燕郊 迎宾路 ,地段：神威北路附近或东外环,面积：1200㎡,租金：面议  
河北,廊坊,（出租）廊坊特校仓库车库出租仓库35平米,区域：广阳 ,地段：廊坊特校仓库车库出租附近,面积：35㎡,租金：200元/月  
河北,廊坊,（出租）出租安次-新四中160㎡仓库1800元/月,区域：安次 新四中 ,地段：紧急新四中，二十一小附近,面积：160㎡,租金：1800  
河北,廊坊,（出租）出租安次-新四中160平米仓库1500元/月,区域：安次 新四中 ,地段：爱民西道西头附近,面积：160㎡,租金：1500  
河北,廊坊,（出租）出租广阳和平路仓库,区域：广阳 ,地段：管道局八区附近,面积：300㎡,租金：面议  
河北,廊坊,（出租）北京郊区南，京沪高速廊坊口附近厂房库房出租,区域：广阳 北旺 ,地段：廊坊市东大外环附近,面积：660㎡,租金：5000  
河北,廊坊,（出租）地上小库房10平米,区域：广阳 人民公园西门 ,地段：旭景花园附近,面积：10㎡,租金：2元/㎡/天  
河北,廊坊,（出租）出租安次新廊坊一中仓库,区域：安次 廊坊一中 ,地段：新廊坊一中附近,面积：1000㎡,租金：3000元/月  
河北,廊坊,（出租）出租110平米仓库一座,区域：广阳 ,地段：解放道东头附近,面积：110㎡,租金：1000元/月  
河北,廊坊,（出租）廊坊危货、普货库房出租,区域：开发区 ,地段：爱民东道302号附近或104国道,面积：20000㎡,租金：面议  
河北,廊坊,（出租）出租董村尚都新苑东区25平米地下室，可做仓库,区域：广阳 ,地段：董村尚都新苑东区附近,面积：25㎡,租金：350元/月  
河北,廊坊,（出租）会展中心京东物流园附近厂房300平米,区域：开发区 会展中心 ,地段：京东物流园附近附近,面积：300㎡,租金：3000元/月  
河北,廊坊,（出租）廊坊市光明东道工业园,大小库房出租,None,地段：廊坊市光明东道附近或旧货市场对面,面积：1000㎡,租金：面议  
河北,廊坊,（出租）出租新建广阳北旺仓库,区域：广阳 北旺 ,地段：光明东道156号附近或都市丽人卖场对面,面积：1500㎡,租金：面议  
河北,廊坊,（出租）【个人】出租仓库-厂房,区域：香河 ,地段：小罗屯村附近,面积：560㎡,租金：面议  
河北,廊坊,（出租）出租广阳北旺厂、库房,区域：广阳 北旺 ,地段：光明东道156号附近或李庄汽配城,面积：2000㎡,租金：面议  
河北,廊坊,（出租）固安县知子营附近仓库6500平米,区域：固安 ,地段：固安县知子营附近附近,面积：6500㎡,租金：8000元/月  
河北,廊坊,（出租）光明东道与东外快速路交口厂房临京沪高速开发区出口,区域：广阳 北旺 ,地段：光明东道与东外快速路交口附近,面积：650㎡,租金：5000元/月  
河北,廊坊,（出租）出租广阳北旺库、厂房,区域：广阳 北旺 ,地段：光明东道156号附近或李庄汽配城附近,面积：1600㎡,租金：面议  
河北,廊坊,（出租）低价出租1.8万仓库、厂房,区域：开发区 ,地段：104国道旁华为集团西附近,面积：1300㎡,租金：1500元/月  
河北,廊坊,（出租）出租安次-常甫路1000㎡仓库15000元/月,区域：安次 常甫路 ,地段：新开桥南500米路东附近,面积：1000㎡,租金：15000  
河北,廊坊,（出租）爱民东道北600平米厂房库房出租,None,地段：爱民东道恒庆公寓北附近,面积：600㎡,租金：面议  
河北,廊坊,（出租）出租转租安次红星美凯龙附近仓库董常甫村仓库库房厂房,区域：安次 红星美凯龙 ,地段：常甫路附近,面积：280㎡,租金：1250元/月  
河北,廊坊,（出租）迎宾路物美附近车库出租30平米,区域：燕郊 迎宾路 ,地段：物美附近附近,面积：30㎡,租金：200元/月  
河北,廊坊,（出租）廊坊市广阳区光明东道库房厂房出租,None,地段：廊坊市广阳区光明东道附近或小孟饭店路南30米,面积：380㎡,租金：面议  
河北,廊坊,（出租）出租广阳北旺厂、库房,区域：广阳 北旺 ,地段：光明东道附近或李庄汽配城附近,面积：1600㎡,租金：面议  
河北,廊坊,（出租）龙河高新区富士康附近连庄子村仓库300平米,区域：安次 龙河高新区 ,地段：富士康附近连庄子村附近,面积：300㎡,租金：1元/㎡/天  
河北,廊坊,（出租）出租固安仓库2处,区域：固安 ,地段：公主府乡附近或吉城村,面积：600㎡,租金：面议  
河北,廊坊,（出租）出租广阳华航学院仓库,区域：广阳 华航学院 ,地段：荷花道与友谊路交叉口附近或福利院,面积：3000㎡,租金：面议  
河北,廊坊,（出租）廊坊大型危险品库房、普货库房,区域：开发区 ,地段：廊坊市爱民东道302号附近或104国道,面积：20000㎡,租金：面议  
河北,廊坊,（出租）出租广阳北旺西村仓库厂房,区域：广阳 北旺 ,地段：西村附近或东大外环,面积：660㎡,租金：面议  
河北,廊坊,（出租）武警学院西院厂房、库房、土地出租,区域：安次 新四中 ,地段：西昌路武警学院西院附近或九天休闲谷,面积：2000㎡,租金：面议  
河北,廊坊,（出租）富士康南，路旁，离公路近仓库700,区域：安次 ,地段：富士康南，路旁，离公路近附近,面积：700㎡,租金：100元/㎡/天  
河北,廊坊,（出租）出租固安工业园区西区仓库,区域：固安 工业园区 ,地段：大广高速固安出口附近或开发区西区信通北侧,面积：30000㎡,租金：1.2元/㎡/天  
河北,廊坊,（出租）大型厂房出租,区域：永清 ,地段：龙虎庄附近,面积：800㎡,租金：面议  
河北,廊坊,（出租）大马房北口金瑞搅拌站对面门脸出租,区域：广阳 市政府 ,地段：大马房北口附近或金瑞搅拌站地面,面积：200㎡,租金：面议  
河北,廊坊,（出租）出租安次龙河高新区仓库,区域：安次 龙河高新区 ,地段：南环道与富余路交口附近或富士康,面积：800㎡,租金：面议  
河北,廊坊,（出租）永华明珠永兴南路永兴商城北平房仓库150平米,区域：安次 永华明珠 ,地段：永兴南路永兴商城北平房附近,面积：150㎡,租金：17000元/㎡/天  
河北,廊坊,（出租）廊坊市广阳区光明西道芒店二村临近家合广场库房出租,区域：广阳 ,地段：光明西道龙河桥芒店二村附近或临近家合广场,面积：450㎡,租金：面议  
河北,廊坊,（出租）出租其他300平米仓库3000元/月,区域：其他 ,地段：开发区京东物流园附近,面积：300㎡,租金：3000  
河北,廊坊,（出租）出租安次龙河高新区仓库,区域：安次 龙河高新区 ,地段：南外环附近或园区,面积：4700㎡,租金：面议  
河北,廊坊,（出租）出租香河自家全新仓库,区域：香河 ,地段：前旺乡附近或大河各庄,面积：650㎡,租金：面议  
河北,廊坊,（出租）盛德大厦永兴路南仓库450平米便宜出租,区域：安次 盛德大厦 ,地段：永兴路南附近,面积：450㎡,租金：4000元/月  
河北,廊坊,（出租）阳光尚城对面库房厂房230平米,区域：香河 ,地段：阳光尚城对面库房附近,面积：230㎡,租金：15000元/㎡/天  
河北,廊坊,（出租）交通便利,水电齐全,三相电,500平米,独门独院,区域：安次 新四中 ,地段：花城西侧附近或馨世界花城、新四中旁,面积：500㎡,租金：面议  
河北,廊坊,（出租）厂房库房出租,区域：广阳 ,地段：廊坊市广阳区九州镇芒店二附近或廊涿高速引路,面积：300㎡,租金：面议  
河北,廊坊,（出租）出租燕郊东市区仓库,区域：燕郊 东市区 ,地段：永旺梦乐城北2公里附近或新外环西侧,面积：1200㎡,租金：面议  
河北,廊坊,（出租）永清东关仓库厂房300平米，库房3座，可单租,区域：永清 ,地段：永清东关附近,面积：300㎡,租金：1000元/㎡/天  
河北,廊坊,（出租）出租霸州-汽车站100平米仓库1000元/月,区域：霸州 汽车站 ,地段：益津市场附近,面积：100㎡,租金：1000  
河北,廊坊,（出租）出租固安-工业园区400平米仓库1元/月,区域：固安 工业园区 ,地段：固安柏村大院儿附近,面积：400㎡,租金：1  
河北,廊坊,（出租）广阳区万庄镇大伍龙二村仓库1000平米,区域：广阳 ,地段：广阳区万庄镇大伍龙二村附近,面积：1000㎡,租金：30元/㎡/天  
河北,廊坊,（出租）出租广阳北旺仓库,区域：广阳 北旺 ,地段：小海子村西口附近或开发区荷花道南,面积：500㎡,租金：6000元/月  
河北,廊坊,（出租）固安迎宾大道辅路旁仓库220平米,区域：固安 ,地段：固安迎宾大道辅路旁附近,面积：220㎡,租金：1400元/月  
河北,廊坊,（出租）开发区宏泰美树出租地下室28平,区域：开发区 东方大学城 ,地段：大学城东200米附近或高速路口,面积：28㎡,租金：150元/月  
河北,廊坊,（出租）整院出租正方四间院500平米可建厂房,区域：广阳 ,地段：广阳区附近或广阳开发区附近,面积：500㎡,租金：面议  
河北,廊坊,（出租）固安200-5000平米标准厂房研发楼出租出售,区域：固安 ,地段：大广高速固安出口附近附近,面积：200000㎡,租金：面议  
河北,廊坊,（出租）九州镇西仓库350平米平房150平,区域：广阳 万庄 ,地段：九州镇西附近,面积：500㎡,租金：4000元/月  
河北,廊坊,（出租）华夏幸福城雅园车位出售、出租,区域：广阳 幸福城 ,地段：幸福城雅园附近,面积：10㎡,租金：10元/㎡/天  
河北,廊坊,（出租）固安大广高速收费站旁库房220平米,区域：固安 ,地段：固安大广高速收费站旁附近,面积：220㎡,租金：1400元/月  
河北,廊坊,（出租）北旺西村仓库400平米,区域：广阳 北旺 ,地段：西村附近,面积：400㎡,租金：1500元/月  
河北,廊坊,（出租）银河南路170㎡库房/车间出租,区域：安次 红星美凯龙 ,地段：银河南路大家新城小区东面附近,面积：170㎡,租金：面议  
河北,廊坊,（出租）出租广阳仓库2300平米库房,区域：广阳 ,地段：采万路附近或采万路,面积：2300㎡,租金：3元/㎡/天  
河北,廊坊,（出租）杨税务14路终点站附近仓库700平米左右租金面议,区域：安次 ,地段：杨税务14路终点站附近附近,面积：1000㎡,租金：1元/月  
河北,廊坊,（出租）廊坊开发区出租房,区域：开发区 东方大学城 ,地段：花园西道附近或万达学院北门西100米,面积：1300㎡,租金：面议  
河北,廊坊,（出租）出租固安-工业园区9999平米仓库1元/月,区域：固安 工业园区 ,地段：固安县南开发区附近,面积：9999㎡,租金：1  
河北,廊坊,（出租）出租广阳-北旺400平米仓库1000元/月,区域：广阳 北旺 ,地段：李庄东口，光明道南附近,面积：400㎡,租金：1000  
河北,廊坊,（出租）工业园区宏图大道路北厂房1100平米,区域：固安 工业园区 ,地段：宏图大道路北附近,面积：1100㎡,租金：10000undefined  
河北,廊坊,（出租）廊霸路宏程华庭地下室仓库12平米,区域：安次 ,地段：廊霸路宏程华庭地下室附近,面积：12㎡,租金：180元/月  
河北,廊坊,（出租）柏村村西仓库250平米,区域：固安 ,地段：柏村村西附近,面积：250㎡,租金：1400元/月  
