河北,唐山,（出租）出租出售102国道7间瓦房独门独院水电齐全可做仓库,区域：丰润 丰润 ,地段：102国道附近或道边,面积：300㎡,租金：面议  
河北,唐山,（出租）出租路南一层地上商铺,区域：路南 路南 ,地段：唐山市路南区老谢庄附近或荷花坑,面积：280㎡,租金：面议  
河北,唐山,（出租）出租库房、门市、办公楼,区域：丰南 ,地段：花园路汽车修理厂北侧附近或唐南建材城北行300米,面积：1600㎡,租金：面议  
河北,唐山,（出租）西外环许各寨大院,区域：路北 火车站 ,地段：西外环附近附近,面积：1666㎡,租金：面议  
河北,唐山,（出租）出租路南路南仓库（永红桥附近）,区域：路南 路南 ,地段：永红桥附近或南厂路,面积：200㎡,租金：面议  
河北,唐山,（出租）【个人房源】高新区宋各庄厂房出租,区域：高新区 ,地段：高新区附近,面积：1000㎡,租金：1元/㎡/天  
河北,唐山,（出租）出租路南区北方花卉院内独院库房带住宿房,区域：路南 路南 ,地段：吉祥路以西附近或北方花卉,面积：300㎡,租金：面议  
河北,唐山,（出租）古冶七百户庄西头出租厂房仓库大院,区域：古冶 ,地段：七百户庄西头附近,面积：2000㎡,租金：1元/月  
河北,唐山,（出租）路北韩城唐通线旺地出租,区域：丰润 韩城 ,地段：韩城派出所西行100米路附近或左岸景林,面积：1000㎡,租金：面议  
河北,唐山,（出租）低价出租仓库厂房友谊路与北环路口西,区域：路北 ,地段：友谊路与北环路口西附近或盛华西行北环路边,面积：1500㎡,租金：面议  
河北,唐山,（出租）出租友谊路祥云道唐城101附近汽修洗车厂房,区域：路北 ,地段：友谊路祥云道附近或唐城101附近,面积：800㎡,租金：面议  
河北,唐山,（出租）世博广场地下室8平米,区域：路北 百货大楼 ,地段：世博广场百货大楼附近,面积：8㎡,租金：1元/㎡/天  
河北,唐山,（出租）路南路南吉祥路中段库房,区域：路南 路南 ,地段：路南吉祥路中段附近,面积：700㎡,租金：1元/月  
河北,唐山,（出租）花园街大库沿街门面可办公可仓储,None,地段：花园街原燕新电脑编织厂附近或凤城盛世,面积：10000㎡,租金：0.5元/㎡/天  
河北,唐山,（出租）租售京唐港7亩地(内有车间,厂房库房,办公用房),区域：海港开发区 ,地段：乐亭京唐港海宁路中段附近,面积：5000㎡,租金：面议  
河北,唐山,（出租）唐山市永发物流园空车配货大型停车场旅馆,区域：开平 ,地段：唐港高速出口附近或王盼庄立交桥,面积：2000㎡,租金：面议  
河北,唐山,（出租）长宁道与机场路交叉口二层楼带院400平米,区域：高新区 ,地段：长宁道与机场路交叉口附近,面积：400㎡,租金：1000元/月  
河北,唐山,（出租）出租路北区友谊购物东面仓库,区域：路北 唐山一中 ,地段：兴源道与大理路附近或友谊购物广场东面,面积：1000㎡,租金：面议  
河北,唐山,（出租）唐海房屋、场地出租,区域：其他 唐海 ,地段：唐海县沿海路北侧11大队附近,面积：2244㎡,租金：面议  
河北,唐山,（出租）个人出租路北远洋城仓库,区域：路北 远洋城 ,地段：卫国路与长宁道交叉口附近或蓝天楼,面积：35㎡,租金：面议  
河北,唐山,（出租）出租路北北新道八方仓库,区域：路北 北新道八方 ,地段：西山道附近或军鑫里小区,面积：10㎡,租金：面议  
河北,唐山,（出租）学院南路3000平米大院,区域：路南 路南 ,地段：龙泉寺对面附近,面积：1000㎡,租金：面议  
河北,唐山,（出租）刘屯大库可办公克仓储,区域：路南 路南 ,地段：刘屯原制动件厂附近或复兴路旧货市场,面积：10000㎡,租金：0.3元/㎡/天  
河北,唐山,（出租）出租唐山西外环马驹桥库房,区域：路北 火车站 ,地段：唐山西外环附近或马驹桥村,面积：150㎡,租金：1500元/月  
河北,唐山,（出租）西外环东汇生活广场库房出租,区域：路北 火车站 ,地段：西外环与南新道交叉口附近或东汇生活广场,面积：2000㎡,租金：面议  
河北,唐山,（出租）祥云里华岩雅居,区域：路北 大润发 ,地段：大润发南面100米附近或富康道与华岩路交叉口,面积：70㎡,租金：面议  
河北,唐山,（出租）开平前屈庄厂房仓库出租,区域：开平 ,地段：前屈庄附近或东外环,面积：600㎡,租金：1元/㎡/天  
河北,唐山,（出租）城北一公里仓库办公楼钢仓仓库55000平米,区域：开平 ,地段：城北一公里仓库办公楼钢仓附近,面积：55000㎡,租金：60000元/月  
河北,唐山,（出租）出租开平西帅甲仓库,区域：开平 ,地段：老205国道唐津高速出口附近或西帅甲,面积：200㎡,租金：面议  
河北,唐山,（出租）解放路老三站出站口仓库100平米,区域：路南 ,地段：解放路老三站出站口附近,面积：100㎡,租金：1300元/月  
河北,唐山,（出租）荷花坑胜利桥附近库房出租,区域：路南 荷花坑 ,地段：荷花坑唐齿汽配城附近库房附近,面积：400㎡,租金：1元/㎡/天  
河北,唐山,（出租）出租路南路南仓库,区域：路南 路南 ,地段：路南区大学路铁路二小对面附近或万达，南湖，大楼，小山,面积：140㎡,租金：面议  
河北,唐山,（出租）个人房源:开平区马家沟新工村楼前的平房低价出租,区域：开平 ,地段：新工村楼前的平房附近,面积：8㎡,租金：130元/月  
河北,唐山,（出租）仁泰里地上车库19庄片区,区域：路南 河沿庄 ,地段：十九庄附近或仁泰里,面积：20㎡,租金：550元/月  
河北,唐山,（出租）体育场西楼库房出租,区域：路北 大润发 ,地段：体育场西楼附近,面积：200㎡,租金：4200  
河北,唐山,（出租）库房仓库出租,区域：开平 ,地段：东八里村东附近或消防队,面积：300㎡,租金：面议  
河北,唐山,（出租）大庆道十号小区仓库100平米,区域：路北 ,地段：大庆道十号小区附近,面积：100㎡,租金：1000元/月  
河北,唐山,（出租）河北里永庆里仓库100,200平米,区域：高新区 河北里 ,地段：永庆里附近,面积：100㎡,租金：1000元/月  
河北,唐山,（出租）个人出租路北远洋城仓库,区域：路北 远洋城 ,地段：长宁道与卫国路交叉口附近或祥荣里,面积：35㎡,租金：面议  
河北,唐山,（出租）出租路北仓库厂房可分租,区域：路北 ,地段：友谊路与北环路口西附近或盛华西行北环路边,面积：1500㎡,租金：0.2元/㎡/天  
河北,唐山,（出租）大陆青年都会盛华附近友谊路东侧厂房2000平米,区域：高新区 大陆青年都会 ,地段：盛华附近友谊路东侧附近,面积：2000㎡,租金：1元/㎡/天  
河北,唐山,（出租）出租高新区大陆青年都会仓库,区域：高新区 大陆青年都会 ,地段：北立交桥东侧附近或开尔物流院内,面积：300㎡,租金：面议  
河北,唐山,（出租）出租路北大城山公园仓库,区域：路北 大城山公园 ,地段：建华东道附近或唐钢北门东日益通速递院内,面积：580㎡,租金：面议  
河北,唐山,（出租）个人出租路北远洋城仓库,区域：路北 远洋城 ,地段：卫国路与长宁道交叉口附近或祥荣里,面积：35㎡,租金：面议  
河北,唐山,（出租）仓库出租300平米,区域：丰南 ,地段：丰南区花园路附近或丰南汽车站,面积：300㎡,租金：面议  
河北,唐山,（出租）库房厂房出租,区域：路北 火车站 ,地段：站前北路长宁西道以南附近,面积：1300㎡,租金：面议  
河北,唐山,（出租）出租出售丰南朝阳大街90号24000平米厂房仓库,区域：丰南 ,地段：朝阳大街90号附近,面积：24000㎡,租金：面议  
河北,唐山,（出租）三女河机场附近库房出租,区域：丰润 ,地段：三女河附近或三女河机场,面积：4000㎡,租金：面议  
河北,唐山,（出租）个人出租路北远洋城仓库,区域：路北 远洋城 ,地段：长宁道与卫国路交叉口附近或蓝天楼,面积：35㎡,租金：面议  
河北,唐山,（出租）大新庄镇附近仓库1000平米,区域：丰南 ,地段：大新庄镇附近附近,面积：1000㎡,租金：1000元/月  
河北,唐山,（出租）低价出租古冶仓库,区域：古冶 ,地段：唐山市古冶区附近或唐钢不锈钢,面积：200㎡,租金：面议  
河北,唐山,（出租）远洋城长宁道立交桥仓库800平米,区域：路北 远洋城 ,地段：长宁道立交桥附近,面积：800㎡,租金：5000元/月  
河北,唐山,（出租）东岗消防队附近仓库130平米,区域：迁安市 ,地段：东岗消防队附近附近,面积：130㎡,租金：1元/㎡/天  
河北,唐山,（出租）着急出租路北水机附近仓库,区域：路北 ,地段：大庆道附近或水机,面积：1700㎡,租金：面议  
河北,唐山,（出租）出租丰润-丰润1000㎡仓库12000元/月,区域：丰润 丰润 ,地段：丰润区板市大桥东南外环北附近,面积：1000㎡,租金：12000  
河北,唐山,（出租）唐丰路京沈高速路出口仓库库房200平米,区域：丰润 ,地段：唐丰路京沈高速路出口路西附近,面积：200㎡,租金：1600元/月  
河北,唐山,（出租）滦南南大街东段仓库350㎡,区域：其他 滦南 ,地段：南大街东段附近,面积：350㎡,租金：4000元/月  
河北,唐山,（出租）出租路北盛华娘娘庙附近10000平方米仓库,区域：路北 北新道八方 ,地段：路北盛华附近或盛华附近,面积：10000㎡,租金：面议  
河北,唐山,（出租）出租其他滦县仓库,区域：其他 滦县 ,地段：滦县新站附近或滦县东站,面积：5000㎡,租金：面议  
河北,唐山,（出租）丰润公路港附近仓库800平米厂院6亩,区域：丰润 丰润 ,地段：公路港附近附近,面积：800㎡,租金：100元/㎡/天  
河北,唐山,（出租）低价出租路北仓库大院平房,区域：路北 ,地段：大庆道附近或水机,面积：1700㎡,租金：面议  
河北,唐山,（出租）路南新华贸新街尚座地下室20平米出租带仓储货架,区域：路南 路南 ,地段：新华贸新街尚座附近,面积：20㎡,租金：500元/月  
河北,唐山,（出租）出租路南-荷花坑800平米仓库4000元/月,区域：路南 荷花坑 ,地段：女织寨村南外环附近附近,面积：800㎡,租金：4000  
河北,唐山,（出租）远洋城仓库15平米,区域：高新区 ,地段：远洋城附近,面积：15㎡,租金：8.5元/㎡/天  
河北,唐山,（出租）出租厂房、库房送办公室,区域：路南 荷花坑 ,地段：路南解放路附近,面积：1㎡,租金：1元/月  
河北,唐山,（出租）金海公寓东出租仓库,None,地段：滦南县金海公寓东附近或老京东第一集,面积：120㎡,租金：面议  
河北,唐山,（出租）出租高新区河北里仓库,区域：高新区 河北里 ,地段：大庆道附近或李各庄,面积：1700㎡,租金：面议  
河北,唐山,（出租）远洋城世纪花园地下室出租(适合库房),区域：路北 ,地段：远洋城世纪花园附近,面积：20㎡,租金：300元/月  
河北,唐山,（出租）出租唐山市路北区西外环大院(厂房)和钢结构车间,区域：路北 火车站 ,地段：河北省唐山市路北区西外环附近或东汇市场(许各寨村东),面积：6000㎡,租金：40元/㎡/天  
河北,唐山,（出租）100-500平米库房出租,None,地段：巴黎河谷附近或大陆海鲜,面积：500㎡,租金：1元/㎡/天  
河北,唐山,（出租）出租海港开发区6666平米仓库30元/月,区域：海港开发区 ,地段：京唐港石材城厂房出租附近,面积：6666㎡,租金：0.8元/㎡/天  
河北,唐山,（出租）丰南区政府西行2公里仓库多种面积,区域：丰南 ,地段：丰南区政府西行2公里附近,面积：800㎡,租金：9元/㎡/天  
河北,唐山,（出租）出租桥西区仓库可整租分租内有供暖设备,区域：其他 其它 ,地段：平门三道沟附近附近或教育学院旁,面积：3000㎡,租金：面议  
河北,唐山,（出租）出租路北仓库冷库大院,区域：路北 ,地段：大庆道附近或水机,面积：1700㎡,租金：面议  
河北,唐山,（出租）出租路南荷花坑、小山、建国路附近仓库,区域：路南 荷花坑 ,地段：启新立交桥附近或启购后身,面积：6000㎡,租金：面议  
河北,唐山,（出租）丰津公路旁6亩土地和一三间房出租,区域：丰润 丰润 ,地段：白官屯附近,面积：2000㎡,租金：面议  
河北,唐山,（出租）西电路附近仓库660平米,区域：路北 ,地段：西电路附近附近,面积：660㎡,租金：18000元/月  
河北,唐山,（出租）荷花坑荷花坑南口附近仓库300平米,区域：路南 荷花坑 ,地段：荷花坑南口附近附近,面积：300㎡,租金：1元/㎡/天  
河北,唐山,（出租）开平区贾庵子大院出租,面积320m²,带六间平房,区域：开平 ,地段：开平区银河路贾庵子附近,面积：320㎡,租金：面议  
河北,唐山,（出租）出租路北仓库大院,区域：路北 ,地段：大庆道附近或水机,面积：1700㎡,租金：面议  
河北,唐山,（出租）出租高新区大陆青年都会仓库,区域：高新区 大陆青年都会 ,地段：龙泽路附近或大庆道,面积：80㎡,租金：600元/月  
河北,唐山,（出租）库房出租可分租，门市房出租，交通便利,区域：丰润 丰润 ,地段：丰润区大八里村南附近附近或唐丰路200米,临近高速,面积：1450㎡,租金：面议  
河北,唐山,（出租）习家套乡厂房出租出售,区域：古冶 ,地段：习家套乡附近,面积：2300㎡,租金：面议  
