河北,衡水,（出租）吉美家居，怡然城，特安莱附近库房出租,区域：桃城 ,地段：榕花街大庆路北天鸿尚都北附近,面积：45㎡,租金：450元/㎡/天  
河北,衡水,（出租）中华人民交口仓库8平米,区域：桃城 ,地段：中华人民交口附近,面积：8㎡,租金：300元/月  
河北,衡水,（出租）前进街北外环交叉口库房出租,区域：桃城 ,地段：前进大街北外环附近或四通公司,面积：336㎡,租金：面议  
河北,衡水,（出租）桃城区干马村仓库240平米交通便利，货车可进院,区域：桃城 ,地段：桃城区干马村附近,面积：240㎡,租金：2000元/㎡/天  
河北,衡水,（出租）出租仓库以及车间、厂房均可,区域：桃城 ,地段：中华北大街附近或丽景华苑,面积：600㎡,租金：面议  
河北,衡水,（出租）出租香榭丽苑车库,区域：桃城 ,地段：衡水市胜利西路附近或香榭丽苑小区,面积：23㎡,租金：350元/月  
河北,衡水,（出租）衡水榕花街高速路口附近仓库1000平米,区域：桃城 ,地段：衡水榕花街高速路口附近附近,面积：1000㎡,租金：1元/㎡/天  
河北,衡水,（出租）出租故城200平米仓库1元/月,区域：故城 ,地段：紧邻德州市，交通方便附近,面积：200㎡,租金：1  
河北,衡水,（出租）出租桃城区干马村200㎡库房,区域：桃城 ,地段：红旗南大街附近或干马桥附近,面积：200㎡,租金：面议  
河北,衡水,（出租）西外环旧州村口仓库200平米,区域：深州 ,地段：西外环旧州村口白云物流附近,面积：200㎡,租金：16000元/㎡/天  
河北,衡水,（出租）出租桃城闲置院落可做仓储可改造居住,区域：桃城 ,地段：衡水市人民西路西康村附近,面积：300㎡,租金：2000元/月  
河北,衡水,（出租）衡水市区岸芷庭蓝一区其他30平米,区域：桃城 ,地段：衡水市区岸芷庭蓝一区附近,面积：30㎡,租金：800元/月  
河北,衡水,（出租）榕花街吉美附近20平米车库出租,区域：桃城 ,地段：榕花街吉美附近附近,面积：20㎡,租金：260元/月  
河北,衡水,（出租）街关洛湾仓库2亩地平米,区域：武强 ,地段：街关洛湾附近,面积：1200㎡,租金：700元/月  
河北,衡水,（出租）旭景华都仓库120平米,区域：阜城 ,地段：旭景华都附近,面积：120㎡,租金：400元/月  
河北,衡水,（出租）出租桃城仓库门面房,区域：桃城 ,地段：南外环附近或红旗大街天玺香颂,面积：400㎡,租金：面议  
河北,衡水,（出租）庆丰北街车库24平米衡水学院附近,区域：桃城 ,地段：庆丰北街附近,面积：24㎡,租金：400元/月  
河北,衡水,（出租）出租桃城区中心街吉美超市附近仓库,区域：桃城 ,地段：中心街附近或吉美超市,面积：25㎡,租金：300元/月  
河北,衡水,（出租）都市馨居地下车库,区域：桃城 ,地段：都市馨居附近,面积：30㎡,租金：220元/月  
河北,衡水,（出租）仓库出租价格面议,区域：桃城 ,地段：问津街与大庆路交叉口北行附近或北行500米木材市场,面积：1200㎡,租金：面议  
河北,衡水,（出租）家和景园车库出租,区域：桃城 ,地段：和平路道岔街51号附近或问津街附近,面积：22㎡,租金：300元/月  
河北,衡水,（出租）衡水河东地段水泥结构库房400平米,区域：桃城 ,地段：衡水河东地段附近,面积：400㎡,租金：2300元/月  
河北,衡水,（出租）出租桃城和平路爱特附近仓库,区域：桃城 ,地段：爱特对面胡同附近或衡水宾馆,面积：24㎡,租金：200元/月  
河北,衡水,（出租）榕花街大庆路北天鸿尚都北门对过库房出租,区域：桃城 ,地段：榕花街利民路附近,面积：45㎡,租金：450元/月  
河北,衡水,（出租）急出租厂房一套,None,地段：桃城区大庆路富强街附近,面积：350㎡,租金：1元/月  
河北,衡水,（出租）人民路榕花街车库出租,区域：桃城 ,地段：紧邻人民东路榕花街附近或三中对面,面积：32㎡,租金：400元/月  
河北,衡水,（出租）出租桃城区人民路衡百国际对面丽景小区车库,区域：桃城 ,地段：人民路附近或衡百国际,面积：25㎡,租金：275元/月  
河北,衡水,（出租）出租中心街永兴路交叉口车库一个,区域：桃城 ,地段：中心街吉美超市附近或中心街永兴路交叉口,面积：20㎡,租金：面议  
河北,衡水,（出租）宜居嘉园仓库24平米,区域：桃城 ,地段：宜居嘉园附近,面积：24㎡,租金：330元/月  
河北,衡水,（出租）康复街小学对面仓库30平米,区域：桃城 ,地段：康复街小学对面附近,面积：30㎡,租金：350元/㎡/天  
河北,衡水,（出租）诚信出租/出售衡水厂房西外环,区域：桃城 ,地段：衡水西外环附近或中湖大道,面积：8700㎡,租金：面议  
河北,衡水,（出租）东方太阳城二期车库22平米,区域：桃城 ,地段：东方太阳城二期附近,面积：22㎡,租金：350undefined  
河北,衡水,（出租）出租桃城区路北仓库,区域：桃城 ,地段：大庆路附近,面积：200㎡,租金：面议  
河北,衡水,（出租）问津北街木材市场仓库210平米,区域：桃城 ,地段：问津北街木材市场附近,面积：210㎡,租金：1400元/月  
河北,衡水,（出租）翠微小区车库出租,None,地段：尚品林溪西行100路北附近或西团马村南,面积：24㎡,租金：300元/月  
河北,衡水,（出租）出租武强210平米仓库1500元/月,区域：武强 ,地段：丽景西邻佛堂往北中粮往南附近,面积：210㎡,租金：1500  
河北,衡水,（出租）四院西邻康宁街天山公寓仓库20平米,区域：桃城 ,地段：四院西邻康宁街天山公寓附近,面积：20㎡,租金：350元/月  
河北,衡水,（出租）衡水四院西邻康宁街天山公寓车库20平0平米,区域：桃城 ,地段：衡水四院西邻康宁街天山公附近,面积：20㎡,租金：350元/月  
河北,衡水,（出租）出租深州永盛花苑车库,区域：深州 ,地段：永盛花苑附近或车库,面积：25㎡,租金：110元/月  
河北,衡水,（出租）出租前进大街北外环附近仓库2个,区域：桃城 ,地段：前进大街北外环附近,面积：2000㎡,租金：面议  
河北,衡水,（出租）车库出租也可做库房,区域：桃城 ,地段：和平路搬运公司家属院车库附近,面积：24㎡,租金：350元/㎡/天  
河北,衡水,（出租）车库出租价钱可议,区域：阜城 ,地段：翰林院附近,面积：25㎡,租金：200元/月  
河北,衡水,（出租）出租香榭丽苑小区地上仓库,区域：桃城 ,地段：胜利西路附近或香榭丽苑小区,面积：23㎡,租金：350元/月  
河北,衡水,（出租）出租枣强城东开发区仓库,区域：枣强 ,地段：城东附近或开发区,面积：50㎡,租金：面议  
河北,衡水,（出租）出租枣强城东开发区仓库,区域：枣强 ,地段：城东附近或开发区,面积：120㎡,租金：面议  
河北,衡水,（出租）康复街小学附近仓库60平米,区域：桃城 ,地段：康复街小学附近附近,面积：60㎡,租金：350元/㎡/天  
河北,衡水,（出租）中华大街北段仓库出租2500平米,区域：桃城 ,地段：中华大街北段附近,面积：2500㎡,租金：25000元/月  
河北,衡水,（出租）出租库房车间,区域：桃城 ,地段：和平路昌明街交叉口北行路附近或和平路英才学校西侧,面积：240㎡,租金：1500元/月  
河北,衡水,（出租）康复街小学附近仓库60平米,区域：桃城 ,地段：康复街小学附近附近,面积：60㎡,租金：350元/㎡/天  
河北,衡水,（出租）东安小区车库33平米,区域：桃城 ,地段：东安小区车库33平附近,面积：33㎡,租金：450元/月  
河北,衡水,（出租）出租桃城万和苑（小房）,区域：桃城 ,地段：万和苑（和平西路）附近或师专东邻,面积：15㎡,租金：150元/月  
河北,衡水,（出租）出租市区小库房！,区域：桃城 ,地段：和平西路附近或爱特对面升平胡同,面积：15㎡,租金：300元/月  
河北,衡水,（出租）出租武强210平米仓库1500元/月,区域：武强 ,地段：丽景西邻佛堂往北附近,面积：210㎡,租金：1500  
河北,衡水,（出租）出租请选择400㎡仓库1元/月,None,地段：永安路育才街北行300米附近,面积：400㎡,租金：1  
河北,衡水,（出租）红旗南大街枣园村6室1厅平房600元超划算,区域：桃城 ,地段：啤酒厂对过红旗大街枣园村附近或啤酒厂、人力资源大厦,面积：350㎡,租金：600元/月  
河北,衡水,（出租）大庆路怡然城附近车库，车位出租。,区域：桃城 ,地段：大庆路怡然城对面路桥公司附近,面积：27㎡,租金：600元/月  
河北,衡水,（出租）格林家园一层车库,区域：桃城 ,地段：永兴路育才街交叉口附近,面积：27㎡,租金：400元/月  
河北,衡水,（出租）昌明大街永兴路交口,区域：桃城 ,地段：昌明大街永兴路交口附近或原申通大院,面积：8000㎡,租金：面议  
河北,衡水,（出租）育才街铁道桥口350平米仓库出租,区域：桃城 ,地段：育才街铁道桥南口附近或桃城苑小区北侧,面积：350㎡,租金：0.28元/㎡/天  
河北,衡水,（出租）出租桃城区路北仓库，二层办公用房,区域：桃城 ,地段：榕花北大街永安路口附近或怡然城北800米,面积：500㎡,租金：面议  
河北,衡水,（出租）东湖胜景车库,区域：桃城 ,地段：红旗南大街附近或啤酒厂对过,面积：20㎡,租金：30元/㎡/天  
河北,衡水,（出租）路北泰华丽景名典小区仓库22平米,区域：桃城 ,地段：路北泰华丽景名典小区附近,面积：22㎡,租金：200元/月  
河北,衡水,（出租）安居小区17号楼车库25平米,区域：冀州 ,地段：安居小区17号楼车库附近,面积：24㎡,租金：210元/月  
河北,衡水,（出租）榕花街，利民路附近，大平米仓库出租,区域：桃城 ,地段：衡水市，榕花街利民路附近附近,面积：500㎡,租金：3000元/月  
河北,衡水,（出租）武邑县老电力局对面新建厂房库房低价出租,None,地段：武邑县京大路附近或老电力局斜对面,面积：800㎡,租金：0.1元/㎡/天  
河北,衡水,（出租）出租深州前魔头镇仓库,区域：深州 ,地段：前魔头镇附近或地道桥南，嘉信东边,面积：550㎡,租金：面议  
河北,衡水,（出租）怡然城，吉美家居，特安莱家居附近库房出租,区域：桃城 ,地段：榕花街大庆路北天鸿尚都北附近,面积：80㎡,租金：850元/㎡/天  
河北,衡水,（出租）政府对过广场小区仓库14平米,区域：深州 ,地段：政府对过广场小区附近,面积：14㎡,租金：60元/月  
河北,衡水,（出租）宜居家园仓库20平米,区域：桃城 ,地段：宜居家园附近,面积：20㎡,租金：300元/月  
河北,衡水,（出租）路北库房出租价格面议,区域：桃城 ,地段：问津北街与利民路交叉口附近或北行100米路东,面积：80㎡,租金：面议  
河北,衡水,（出租）出租桃城仓库厂房,区域：桃城 ,地段：南外环附近或红旗大街附近,面积：110㎡,租金：面议  
河北,衡水,（出租）南外环昌明大街南头【厂房出租】,区域：桃城 ,地段：南外环昌明大街附近附近或旧城村西,面积：600㎡,租金：面议  
河北,衡水,（出租）出租枣强世纪花园小区内车库,区域：枣强 ,地段：富强路南头附近或世纪花园,面积：23㎡,租金：150元/月  
河北,衡水,（出租）出租桃城仓库。大小均有有意联系个人出租,区域：桃城 ,地段：啤酒厂附近或啤酒厂,面积：9999㎡,租金：面议  
河北,衡水,（出租）怡园小区车库仓库30平米,区域：桃城 ,地段：怡园小区车库附近,面积：30㎡,租金：300元/㎡/天  
河北,衡水,（出租）深州中学家属院仓库20平米,区域：深州 ,地段：深州中学家属院附近,面积：20㎡,租金：150元/月  
河北,衡水,（出租）严疃村仓库280平米安全可靠,区域：安平 ,地段：严疃村附近,面积：280㎡,租金：2000元/㎡/天  
河北,衡水,（出租）出租武邑县仓库，可居住。可开门市,区域：武邑县 ,地段：京大路附近,面积：120㎡,租金：面议  
河北,衡水,（出租）出租桃城仓库，厂房,区域：桃城 ,地段：育才北大街附近或澜点家园对面,面积：110㎡,租金：600元/月  
河北,衡水,（出租）红旗南大街南苑新村车库出租,区域：桃城 ,地段：红旗南大街附近或南苑新村,面积：24㎡,租金：300元/月  
河北,衡水,（出租）育才街与永兴路口格林家园车库22平米,区域：桃城 ,地段：育才街与永兴路口格林家园附近,面积：22㎡,租金：300元/月  
河北,衡水,（出租）人民路榕花街口西南角仓库100平米,区域：桃城 ,地段：人民路榕花街口西南角附近,面积：100㎡,租金：800元/㎡/天  
河北,衡水,（出租）出租北外环附近仓库,区域：桃城 ,地段：前进北大街附近或北外环,面积：2000㎡,租金：0.2元/㎡/天  
河北,衡水,（出租）出租桃城仓库，厂房,区域：桃城 ,地段：大广高速桃城收费站附近附近或厂房库房,面积：300㎡,租金：面议  
河北,衡水,（出租）出租库房仓库，交通便利,区域：桃城 ,地段：东环附近,面积：160㎡,租金：900元/月  
河北,衡水,（出租）出租桃城区大庆路仓库,区域：桃城 ,地段：大庆路附近或仓安街,面积：1000㎡,租金：面议  
河北,衡水,（出租）出租厂房库房出租大小均有三项电可进出大车有宿舍,区域：桃城 ,地段：啤酒厂附近或啤酒厂,面积：9999㎡,租金：面议  
河北,衡水,（出租）出租桃城仓库车间,区域：桃城 ,地段：南外环附近或红旗大街,面积：110㎡,租金：面议  
河北,衡水,（出租）榕花街北外环路口东行路南仓库860平米,区域：桃城 ,地段：榕花街北外环路口东行路南附近,面积：860㎡,租金：8000元/月  
河北,衡水,（出租）出租大庆路东头仓库360平,区域：桃城 ,地段：大庆路东头卢家村附近,面积：360㎡,租金：1800元/月  
河北,衡水,（出租）大成仪来城车库23平米出租,区域：武邑县 ,地段：大成仪来城附近,面积：23㎡,租金：100元/月  
河北,衡水,（出租）永安路临街仓库仓库50平米,区域：桃城 ,地段：永安路临街仓库附近,面积：50㎡,租金：1元/㎡/天  
