河北,邯郸,（出租）丛台胡村仓库500㎡,区域：丛台 丛台 ,地段：胡村附近,面积：500㎡,租金：1500元/月  
河北,邯郸,（出租）出租邯山农林路仓库,区域：邯山 农林路 ,地段：经编厂附近,面积：280㎡,租金：14元/㎡/天  
河北,邯郸,（出租）高速南口桃园山庄附近,区域：邯郸县 ,地段：高速南口附近或桃园山庄,面积：660㎡,租金：面议  
河北,邯郸,（出租）中华北中华北法院附近两个独院仓库300㎡,区域：丛台 中华北 ,地段：中华北法院附近两个独院附近,面积：300㎡,租金：2000元/月  
河北,邯郸,（出租）滏河大街与北环路交叉口大厂房仓库出租,区域：丛台 鑫港 ,地段：北环路滏西街口西行300附近,面积：500㎡,租金：8元/㎡/天  
河北,邯郸,（出租）庞村南大街仓库300平米,区域：复兴 ,地段：庞村南大街附近,面积：300㎡,租金：1元/㎡/天  
河北,邯郸,（出租）邯郸县北泊村村北仓库600平米,区域：邯郸县 ,地段：邯郸县北泊村村北附近,面积：600㎡,租金：2000元/月  
河北,邯郸,（出租）大小仓库,临街门面,汽车修理厂,区域：邯郸县 ,地段：东环路口南行200米路东附近,面积：150㎡,租金：1200元/月  
河北,邯郸,（出租）厂房仓库出租,区域：邯郸县 ,地段：邯郸县人民东路附近或王安堡村西,面积：260㎡,租金：2000元/㎡/天  
河北,邯郸,（出租）永年冷库出租,区域：永年县 ,地段：建发宾馆东100米附近,面积：30㎡,租金：面议  
河北,邯郸,（出租）亚森老南环与中华路仓库1300平米,区域：邯山 亚森 ,地段：老南环与中华路附近,面积：1300㎡,租金：1元/㎡/天  
河北,邯郸,（出租）正规国企仓库。可以分片出租,配有叉车设备免费使用。,区域：邯山 邯山 ,地段：南环与机场路交叉口附近或万合机电,面积：12000㎡,租金：面议  
河北,邯郸,（出租）出租康业温泉附近胡村仓库,区域：丛台 ,地段：京港澳高速邯郸北口附近或胡村,面积：200㎡,租金：面议  
河北,邯郸,（出租）京珠高速南口，邯大路东行仓库10000平米,区域：邯郸县 ,地段：京珠高速南口，邯大路东行附近,面积：10000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租现代轻纺城仓库一间,区域：邯山 汽车西站 ,地段：现代轻纺城附近或轻纺城,面积：24㎡,租金：300元/月  
河北,邯郸,（出租）厂房,办公楼,带院整体出租,区域：高开区 ,地段：康业温泉附近附近或世纪大街北头路西,面积：2000㎡,租金：面议  
河北,邯郸,（出租）出租丛台-中华北1200平米仓库1元/月,区域：丛台 中华北 ,地段：北仓路与幸福交叉口附近,面积：1200㎡,租金：1  
河北,邯郸,（出租）价格面议东来马台一街仓库350平,区域：高开区 ,地段：东来马台一街附近,面积：350㎡,租金：1500元/月  
河北,邯郸,（出租）中华北中华北大街518号华鑫园仓库28平米,区域：丛台 中华北 ,地段：中华北大街518号华鑫园附近,面积：28㎡,租金：600元/月  
河北,邯郸,（出租）出租邯山中华南新一中附近仓库,区域：邯山 邯山 ,地段：中华南新一中附近或中华路,面积：800㎡,租金：面议  
河北,邯郸,（出租）出租丛台-中华北320㎡其他1元/月,区域：丛台 中华北 ,地段：幸福路北，北海庄园西门附近,面积：320㎡,租金：1  
河北,邯郸,（出租）汽车西站邯郸火车站仓库1000平米,区域：邯山 汽车西站 ,地段：邯郸火车站附近,面积：1000㎡,租金：1000元/月  
河北,邯郸,（出租）东清流村仓库100平米价格面议,区域：峰峰矿区 ,地段：东清流村附近,面积：100㎡,租金：8元/㎡/天  
河北,邯郸,（出租）出租永年县和谐家园仓库,区域：永年县 ,地段：昊宇附近或和谐家园,面积：27㎡,租金：面议  
河北,邯郸,（出租）出租复兴-复兴100㎡仓库11111元/月,区域：复兴 复兴 ,地段：邯钢路与铁西大街路口附近,面积：100㎡,租金：11111  
河北,邯郸,（出租）出租仓库厂房2000平米,区域：邯山 邯山 ,地段：邯大路东环路，京珠南口附近,面积：2000㎡,租金：5  
河北,邯郸,（出租）中华南邯山广场附近仓库600平米,区域：邯山 中华南 ,地段：邯山广场附近附近,面积：600㎡,租金：1500元/月  
河北,邯郸,（出租）中华南南环路机场路仓库1000平米,区域：邯山 中华南 ,地段：南环路机场路附近,面积：1000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）渚河路西头，东临鞋城，仓库，场地，厂房,区域：邯山 ,地段：渚河路西头，东临鞋城附近,面积：1000㎡,租金：1000元/月  
河北,邯郸,（出租）仓库厂房出租2000平,区域：邯山 邯山 ,地段：东环路邯大路，京珠高速附近,面积：2000㎡,租金：5  
河北,邯郸,（出租）仓库、厂房、饭店,区域：高开区 ,地段：高开区兼庄附近或新科园东区附近,面积：500㎡,租金：面议  
河北,邯郸,（出租）中华南机场路红润机电市场对过仓库厂房1000平米,区域：邯山 中华南 ,地段：机场路红润机电市场对过附近,面积：1000㎡,租金：5元/㎡/天  
河北,邯郸,（出租）出租经编厂院内仓库,区域：邯山 农林路 ,地段：光明大街与农林路交叉口附近或邯郸市经编厂,面积：60㎡,租金：面议  
河北,邯郸,（出租）学步桥广星源仓库15平米,区域：丛台 学步桥 ,地段：广星源附近,面积：15㎡,租金：10元/㎡/天  
河北,邯郸,（出租）南环路与机场路大型仓库出租,区域：邯山 ,地段：南环路与机场路附近附近,面积：3000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）南环路与机场路大型仓库出租,区域：邯山 ,地段：南环路与机场路附近附近,面积：3000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）市区周边厂房出租,区域：高开区 火车东站 ,地段：邯郸县附近,面积：5000㎡,租金：面议  
河北,邯郸,（出租）出租邯山农林路仓库,区域：邯山 农林路 ,地段：邯郸市经编厂院内附近或仓库,面积：150㎡,租金：面议  
河北,邯郸,（出租）出租复兴庞村西头仓库,区域：复兴 复兴 ,地段：邯钢路西头附近,面积：2000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租邯山区雅士名邸车库,区域：邯山 邯山 ,地段：新市场街附近或雅士名邸,面积：23㎡,租金：600元/㎡/天  
河北,邯郸,（出租）东方城可当商铺可当仓库。,区域：肥乡县 ,地段：长安路东方城附近,面积：50㎡,租金：200元/月  
河北,邯郸,（出租）蔬菜水果恒温库出租,区域：邯郸县 ,地段：刘南线永华检测线西侧园区附近或新兴国际物流,面积：600㎡,租金：面议  
河北,邯郸,（出租）邯郸市区西边九五楼西边厂房出租,区域：复兴 ,地段：九五楼西边附近或市区,面积：2000㎡,租金：面议  
河北,邯郸,（出租）出租仓库，价格优惠,区域：邯郸县 ,地段：汽车东站附近附近,面积：230㎡,租金：1800元/月  
河北,邯郸,（出租）联纺西路赵苑北门东行50米路北300平米,区域：复兴 联纺西路 ,地段：赵苑北门东行50米路北附近,面积：300㎡,租金：10元/㎡/天  
河北,邯郸,（出租）东客站东行八百米常张策村，可面议仓库200平方米,区域：邯郸县 ,地段：东客站东行八百米常张策村附近,面积：200㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租广星源小区地下储存室,区域：丛台 康德 ,地段：火车站附近和平路临近附近,面积：16㎡,租金：500元/月  
河北,邯郸,（出租）汉城华都出租车库22平米,区域：高开区 ,地段：汉城华都附近,面积：22㎡,租金：500undefined  
河北,邯郸,（出租）汉城华都出租车库22平米,区域：高开区 ,地段：汉城华都附近,面积：22㎡,租金：500undefined  
河北,邯郸,（出租）出租邯郸县200平米仓库1元/月,区域：邯郸县 ,地段：汽车东站东行500米附近,面积：200㎡,租金：1  
河北,邯郸,（出租）二环路大院子带水井,区域：成安县 ,地段：二环路62号小太阳幼儿园附近或二环路小太阳幼儿园北侧,面积：450㎡,租金：面议  
河北,邯郸,（出租）魏县常村出租大型仓库,区域：魏县 ,地段：魏城镇常于村附近,面积：3000㎡,租金：20000元/月  
河北,邯郸,（出租）急！！出租桃源山庄附近仓库,区域：邯郸县 ,地段：南堡沙口村西浙江商贸城附近或桃源山庄对面,面积：500㎡,租金：面议  
河北,邯郸,（出租）邯郸火车西站地下停车场7千平招租,可整租分租,区域：邯山 火车站 ,地段：火车西站附近或站前地下停车场负一、负二,面积：7000㎡,租金：0.73元/㎡/天  
河北,邯郸,（出租）鑫港出租仓库60平交通便利,区域：丛台 鑫港 ,地段：东来马台五街附近或鑫港轻纺城东门,面积：60㎡,租金：面议  
河北,邯郸,（出租）出租大型仓库,交通便利。,区域：邯郸县 ,地段：邯大路与刘南线交叉口附近或变电站东侧,面积：8000㎡,租金：5元/㎡/天  
河北,邯郸,（出租）盛世长安小区东门附近仓库出租,区域：肥乡县 ,地段：盛世长安东门附近附近,面积：240㎡,租金：500元/月  
河北,邯郸,（出租）樱花朝阳路东段交通便利仓库30平米,区域：丛台 樱花 ,地段：朝阳路东段交通便利附近,面积：30㎡,租金：1元/㎡/天  
河北,邯郸,（出租）曲周县牛家大院附近新华苑小区出租仓库,None,地段：牛家大院附近或新华苑小区,面积：60㎡,租金：面议  
河北,邯郸,（出租）曲周县牛家大院附近新华苑小区出租仓库,None,地段：牛家大院附近或新华苑小区,面积：60㎡,租金：面议  
河北,邯郸,（出租）出租邯山新一中仓库,区域：邯山 新一中 ,地段：中华南新一中附近或中华南中华路,面积：800㎡,租金：面议  
河北,邯郸,（出租）2-3仓库300平米,区域：高开区 ,地段：2-3附近,面积：300㎡,租金：700元/㎡/天  
河北,邯郸,（出租）小型仓库出租,区域：丛台 中华北 ,地段：五里铺村边附近或北仓路,面积：30㎡,租金：面议  
河北,邯郸,（出租）出租邯大路邯郸南高速路口仓库,区域：邯郸县 ,地段：邯大路邯郸南高速口附近或浙江商贸城,面积：180㎡,租金：720元/月  
河北,邯郸,（出租）出租复兴赵王宾馆仓库,区域：复兴 赵王宾馆 ,地段：复兴路附近或赵王宾馆,面积：300㎡,租金：面议  
河北,邯郸,（出租）挥泪出租150平米仓库,区域：丛台 鑫港 ,地段：胡村附近,面积：150㎡,租金：1  
河北,邯郸,（出租）出租临漳县临漳镇兴凯学校南边二环路仓库,区域：临漳县 ,地段：兴凯学校附近或二环路口,面积：260㎡,租金：面议  
河北,邯郸,（出租）出租桃源山庄仓库,区域：邯郸县 ,地段：南堡桃源山庄对面附近或浙江商贸城北门,面积：500㎡,租金：面议  
河北,邯郸,（出租）出租600平米房屋可做小型加工厂.仓库,区域：峰峰矿区 ,地段：峰峰矿务局五矿电厂门口附近或s211,面积：600㎡,租金：面议  
河北,邯郸,（出租）出租厂房仓库水电齐全,区域：峰峰矿区 ,地段：峰峰矿区五矿电厂门口附近,面积：300㎡,租金：1100元/月  
河北,邯郸,（出租）个户出租仓库,区域：邯郸县 ,地段：邯郸县茶棚村北附近或东临柳南线南邻邯大路,面积：450㎡,租金：面议  
河北,邯郸,（出租）出租邯山-南湖公园350平米仓库2000元/月,区域：邯山 南湖公园 ,地段：邯山区左西村附近,面积：350㎡,租金：2000  
河北,邯郸,（出租）出租丛台联纺路人和街小区仓库,区域：丛台 联纺路 ,地段：天鸿商场附近或底商,面积：35㎡,租金：面议  
河北,邯郸,（出租）出租邯山-汽车西站90平米仓库1600元/月,区域：邯山 汽车西站 ,地段：汽车西站往南邯郸饭店院内附近,面积：90㎡,租金：1600  
河北,邯郸,（出租）春风小区附近仓库2000平米出租,区域：邯郸县 ,地段：春风小区附近附近,面积：2000㎡,租金：11元/㎡/天  
河北,邯郸,（出租）出租300平钢结新厂房,可做仓库。。。。。。。。。,区域：邯山 ,地段：107附近或马庄工业区,面积：400㎡,租金：面议  
河北,邯郸,（出租）曲周县南牌坊附近仓库110平米,区域：邯郸周边 曲周县 ,地段：南牌坊附近附近,面积：110㎡,租金：500元/月  
河北,邯郸,（出租）急租浙江商城仓库！！！,区域：邯郸县 ,地段：南堡浙江商城北门附近或桃源山庄对面,面积：500㎡,租金：面议  
河北,邯郸,（出租）邯钢路仓库100210平米,区域：邯山 邯钢路 ,地段：邯钢南门往西200米附近,面积：100㎡,租金：8元/㎡/天  
河北,邯郸,（出租）复兴邯郸市复兴区制氧机路附近出租仓库400平米,区域：复兴 复兴 ,地段：邯郸市复兴区制氧机路附近附近,面积：400㎡,租金：7元/㎡/天  
河北,邯郸,（出租）出租复兴联纺西路仓库,区域：复兴 联纺西路 ,地段：砖窑路与铁西大街交叉口附近或北行500米路西,面积：400㎡,租金：面议  
河北,邯郸,（出租）邯郸市复兴区庞村仓库200左右平米,区域：邯山 中华南 ,地段：邯郸市复兴区庞村附近,面积：198㎡,租金：1500元/月  
河北,邯郸,（出租）出租邯山赵都新城地下仓库,区域：邯山 赵都新城 ,地段：浴新大街与水厂路附近或3号地,面积：15㎡,租金：260元/月  
河北,邯郸,（出租）永年西南工业区，仓库出租350平米,区域：永年县 ,地段：邯郸市永年县西南工业区附近,面积：350㎡,租金：1500元/月  
河北,邯郸,（出租）车队小区车库仓库30平米,区域：大名县 ,地段：车队小区车库附近,面积：30㎡,租金：400元/㎡/天  
河北,邯郸,（出租）出租永年县县城北环仓库,区域：永年县 ,地段：城区北环路附近或建材市场,面积：1600㎡,租金：面议  
河北,邯郸,（出租）赵都新城附近仓库出租,区域：邯山 赵都新城 ,地段：老南环附近,面积：3000㎡,租金：10元/月  
河北,邯郸,（出租）渚河路52号家属楼下小房出租(可用作仓库),区域：邯山 渚河路 ,地段：光明大街与渚河路交叉口附近或罗城头,面积：8㎡,租金：80元/月  
河北,邯郸,（出租）干河沟紧邻大路，交通方便，仓库1000平适合住人7,区域：邯山 干河沟 ,地段：紧邻大路，交通方便，附近,面积：1000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）商城镇十字路口出租房面积大，整租或分租。,区域：成安县 ,地段：商城镇商城村。附近,面积：1000㎡,租金：100元/㎡/天  
河北,邯郸,（出租）出租桃源山庄附近仓库,区域：邯郸县 ,地段：南堡沙口村西侧附近或桃源山庄南门对面,面积：500㎡,租金：面议  
河北,邯郸,（出租）庞村仓库出租,区域：复兴 ,地段：庞村南大街207号对过大附近,面积：200㎡,租金：面议  
河北,邯郸,（出租）江泉大厦附近仓库20平米,区域：高开区 ,地段：江泉大厦附近附近,面积：20㎡,租金：350元/月  
河北,邯郸,（出租）出租邯郸县700平米仓库1元/月,区域：邯郸县 ,地段：幸福路南头附近,面积：700㎡,租金：1  
河北,邯郸,（出租）中华北30平米库房车库出租,区域：丛台 中华北 ,地段：中华北华鑫园小区附近,面积：30㎡,租金：300元/月  
河北,邯郸,（出租）出租邯郸南高速口180平米仓库,区域：邯山 ,地段：邯郸南高速口附近或启信钢材市场,面积：180㎡,租金：700元/月  
河北,邯郸,（出租）邯郸县中华南南堡仓库150平米,区域：邯郸周边 ,地段：邯郸县中华南南堡附近,面积：150㎡,租金：1元/㎡/天  
河北,邯郸,（出租）300平米仓库和800平空地,区域：丛台 中华北 ,地段：邯郸市烟草公司北门对面附近,面积：300㎡,租金：面议  
河北,邯郸,（出租）出租丛台-中华北300平米仓库1元/月,区域：丛台 中华北 ,地段：烟草公司北门临街厂房附近,面积：300㎡,租金：1  
河北,邯郸,（出租）火车站附近700平米仓库出租,区域：邯山 火车站 ,地段：渚河路与浴新南大街交叉口附近,面积：700㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租高开区莱克教育附近仓库、办公室,区域：高开区 康业温泉 ,地段：世纪大街与富强路交叉口附近或莱克教育,面积：3500㎡,租金：面议  
河北,邯郸,（出租）出租便宜仓库两间每间20平米,区域：邯山 钢苑 ,地段：渚河路路南加油站旁边附近,面积：20㎡,租金：300元/月  
河北,邯郸,（出租）临街临马路优质仓库出租,区域：邯郸县 ,地段：小北堡南三百米邯大路西侧附近,面积：200㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租新东站仓库300米,区域：邯郸县 ,地段：新东客站附近或北100米,面积：300㎡,租金：面议  
河北,邯郸,（出租）出租邯郸县150平米仓库1元/月,区域：邯郸县 ,地段：新汽车东站以东309路北附近,面积：150㎡,租金：1  
河北,邯郸,（出租）出租北环汽贸城附近仓库,区域：复兴 ,地段：北环附近或汽贸城,面积：300㎡,租金：面议  
河北,邯郸,（出租）魏县科教东路仓库180平米,区域：魏县 ,地段：魏县科教东路，东500米附近,面积：180㎡,租金：3000元/月  
河北,邯郸,（出租）魏县科教东路500米仓库180平米,区域：魏县 ,地段：魏县科教东路500米附近,面积：180㎡,租金：3500元/月  
河北,邯郸,（出租）滨河路-1楼仓库30平米,区域：峰峰矿区 ,地段：滨河路-1楼附近,面积：30㎡,租金：300元/㎡/天  
河北,邯郸,（出租）出租复兴前进大街北环冷库附近的仓库,区域：复兴 前进大街 ,地段：北环冷库附近或仓库,面积：300㎡,租金：1000元/月  
河北,邯郸,（出租）107国道南张庄村北出租仓库1000平米,区域：邯郸周边 其它 ,地段：107国道南张庄村北附近,面积：1000㎡,租金：面议  
河北,邯郸,（出租）出租邯郸县110平米仓库1000元/月,区域：邯郸县 ,地段：邯大路南堡科贸城斜对面附近,面积：110㎡,租金：1000  
河北,邯郸,（出租）出租西环大型仓库,区域：复兴 复兴 ,地段：邯钢路与西环附近,面积：3000㎡,租金：面议  
河北,邯郸,（出租）河北省邯郸市临漳县厂房仓库出租租赁,区域：临漳县 ,地段：邯郸市临漳县附近或316省道京港澳高速,面积：6666㎡,租金：面议  
河北,邯郸,（出租）出租丛台苏曹仓库,区域：丛台 苏曹 ,地段：苏曹大桥街附近或苏曹村,面积：255㎡,租金：面议  
河北,邯郸,（出租）出租180平米仓库,区域：邯山 ,地段：京港澳高速邯郸南站口附近或启信钢材市场,面积：180㎡,租金：700元/月  
河北,邯郸,（出租）出租北环与107国道桥14000平米场地仓库厂房,区域：丛台 联纺路 ,地段：北环附近或107国道,面积：14000㎡,租金：面议  
河北,邯郸,（出租）出租浴新北大街与丰收路交口附近仓库,区域：丛台 中华北 ,地段：浴新北大街附近或107,面积：300㎡,租金：10元/㎡/天  
河北,邯郸,（出租）出租武安9999平米仓库8000元/月,区域：武安 ,地段：河北普阳钢铁附近附近,面积：9999㎡,租金：8000  
河北,邯郸,（出租）富强路富强小区车库厂房25平米,区域：永年县 ,地段：富强路富强小区车库附近,面积：25㎡,租金：1元/㎡/天  
河北,邯郸,（出租）出租复兴-联纺西路5000平米仓库100元/月,区域：复兴 联纺西路 ,地段：西环与北环路交叉口附近,面积：5000㎡,租金：100  
河北,邯郸,（出租）出租高开区东环与联纺路附近保险库仓库,区域：高开区 新四中 ,地段：市政府北侧附近或东环与联纺路交叉口,面积：15㎡,租金：2000元/月  
河北,邯郸,（出租）出租高开区市政府鑫域国际仓库／冷库,区域：高开区 鑫域国际 ,地段：市政府北侧附近或东环与英才路,面积：350㎡,租金：6000元/月  
河北,邯郸,（出租）达康路阳光天鸿广场地下室仓库28平米,区域：丛台 达康路 ,地段：阳光天鸿广场附近,面积：28㎡,租金：1元/㎡/天  
河北,邯郸,（出租）老南环地道桥附近仓库260平米至500平米,区域：邯山 ,地段：老南环地道桥附近附近,面积：260㎡,租金：9元/㎡/天  
河北,邯郸,（出租）出租丛台浴新北大街260平仓库,区域：丛台 ,地段：联防路与浴新北大街附近或北行1公里,面积：260㎡,租金：1500元/月  
河北,邯郸,（出租）赵都新城邯郸市邯磁路88号仓库10000平米,区域：邯山 赵都新城 ,地段：邯郸市邯磁路88号附近,面积：10000㎡,租金：300元/㎡/天  
河北,邯郸,（出租）人民路与尚代路仓库6600平米,区域：邯山 ,地段：人民路与尚代路附近,面积：66000㎡,租金：1元/㎡/天  
河北,邯郸,（出租）新世纪城东街和小河路交叉口仓库160平米,区域：丛台 新世纪 ,地段：城东街和小河路交叉口附近,面积：160㎡,租金：3200元/月  
河北,邯郸,（出租）王郎新村二层楼小院带门面房出租,区域：复兴 王朗 ,地段：学军街西附近或第十中学,面积：200㎡,租金：面议  
河北,邯郸,（出租）出租永年县冷库。,区域：永年县 ,地段：实验高中附近或独院,面积：30㎡,租金：面议  
河北,邯郸,（出租）出租邯山邯山仓库,区域：邯山 邯山 ,地段：机场路弘润机电附近或志英医药,面积：170㎡,租金：面议  
